work_order_id,opened_at,closed_at,property_area,system_type,issue_type,maintenance_type,priority,shift,technician_id,asset_age_years,guest_impact,room_out_of_order,response_minutes,repair_minutes,downtime_hours,labor_hours,parts_cost,labor_cost,total_cost,sla_target_minutes,sla_met,repeat_within_30_days,guest_satisfaction
WO-00191,2025-05-03 19:45:00,2025-05-03 22:09:00,Kitchen,Refrigeration,Compressor fault,Corrective,Emergency,Evening,ENG-05,2,False,False,11,133,2.4,2.22,285.64,85.47,371.11,15,True,False,
WO-00671,2025-05-04 20:42:00,2025-05-04 22:00:00,Lobby,General Maintenance,Preventive inspection,Corrective,Emergency,Evening,ENG-07,6,False,False,14,64,1.3,1.07,89.69,41.2,130.89,15,True,False,
WO-00745,2025-05-05 13:38:00,2025-05-05 15:45:00,Guest Room,HVAC,Condensate leak,Corrective,Medium,Day,ENG-03,6,True,False,35,92,2.12,1.53,123.08,58.91,181.99,120,True,False,4.5
WO-00925,2025-05-06 22:54:00,2025-05-07 01:09:00,Guest Room,HVAC,Condensate leak,Corrective,High,Evening,ENG-05,14,True,False,25,110,2.25,1.83,286.7,70.45,357.15,30,True,False,4.7
WO-00502,2025-05-07 12:29:00,2025-05-07 14:59:00,Guest Room,Electrical,Outlet failure,Corrective,Medium,Day,ENG-01,4,True,False,61,89,2.5,1.48,46.63,56.98,103.61,120,True,False,3.9
WO-01017,2025-05-07 17:19:00,2025-05-07 19:46:00,Kitchen,Refrigeration,Coil cleaning,Corrective,High,Evening,ENG-05,9,True,False,20,127,2.45,2.12,542.99,81.62,624.61,30,True,False,4.5
WO-01012,2025-05-07 17:49:00,2025-05-07 20:18:00,Mechanical Room,Refrigeration,Ice buildup,Corrective,Emergency,Evening,ENG-06,3,False,False,9,140,2.48,2.33,368.37,89.7,458.07,15,True,True,
WO-00816,2025-05-07 20:43:00,2025-05-07 21:52:00,Meeting Space,Electrical,Preventive inspection,Corrective,Emergency,Evening,ENG-06,4,True,False,8,61,1.15,1.02,22.65,39.27,61.92,15,True,True,4.9
WO-01125,2025-05-08 07:35:00,2025-05-08 09:39:00,Guest Room,HVAC,Thermostat fault,Corrective,Medium,Day,ENG-04,11,False,False,28,96,2.07,1.6,183.66,61.6,245.26,120,True,False,
WO-01045,2025-05-08 11:51:00,2025-05-08 13:37:00,Kitchen,General Maintenance,Signage repair,Corrective,Medium,Day,ENG-02,5,False,False,53,53,1.77,0.88,11.64,33.88,45.52,120,True,False,
WO-00411,2025-05-08 15:48:00,2025-05-08 18:30:00,Guest Room,HVAC,Thermostat fault,Preventive,Low,Evening,ENG-06,14,True,False,107,55,2.7,0.92,20.32,35.42,55.74,240,True,False,4.3
WO-01168,2025-05-08 16:10:00,2025-05-08 20:24:00,Lobby,HVAC,Fan motor failure,Corrective,Emergency,Evening,ENG-07,12,False,False,11,243,4.23,4.05,20.87,155.92,176.79,15,True,False,
WO-00303,2025-05-08 18:26:00,2025-05-08 19:28:00,Guest Room,General Maintenance,Preventive inspection,Preventive,High,Evening,ENG-06,1,True,True,27,35,1.03,0.58,46.11,22.33,68.44,30,True,True,4.4
WO-00527,2025-05-08 20:05:00,2025-05-08 22:56:00,Guest Room,Electrical,Outlet failure,Corrective,Medium,Evening,ENG-05,11,True,False,111,60,2.85,1.0,164.93,38.5,203.43,120,True,False,4.6
WO-00270,2025-05-09 00:30:00,2025-05-09 03:09:00,Guest Room,HVAC,Condensate leak,Corrective,Medium,Overnight,ENG-09,8,True,False,37,122,2.65,2.03,12.81,78.15,90.96,120,True,False,4.2
WO-00279,2025-05-09 21:20:00,2025-05-09 23:22:00,Meeting Space,HVAC,Condensate leak,Corrective,Emergency,Evening,ENG-07,7,False,False,13,109,2.03,1.82,275.98,70.07,346.05,15,True,False,
WO-01085,2025-05-09 22:46:00,2025-05-10 01:38:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Evening,ENG-07,6,False,False,116,56,2.87,0.93,31.06,35.8,66.86,120,True,True,
WO-00733,2025-05-10 08:46:00,2025-05-10 10:17:00,Guest Room,Plumbing,Fixture leak,Corrective,Emergency,Day,ENG-01,6,True,True,7,84,1.52,1.4,173.7,53.9,227.6,15,True,False,4.5
WO-01038,2025-05-10 08:50:00,2025-05-10 11:43:00,Guest Room,HVAC,Thermostat fault,Corrective,Emergency,Day,ENG-03,3,True,False,7,166,2.88,2.77,66.58,106.64,173.22,15,True,False,4.7
WO-00619,2025-05-12 08:39:00,2025-05-12 11:51:00,Kitchen,Refrigeration,Coil cleaning,Corrective,High,Day,ENG-03,6,False,False,16,176,3.2,2.93,424.55,112.81,537.36,30,True,False,
WO-00097,2025-05-12 10:10:00,2025-05-12 12:36:00,Guest Room,HVAC,Filter replacement,Corrective,Medium,Day,ENG-02,7,False,False,79,67,2.43,1.12,155.21,43.12,198.33,120,True,False,
WO-00129,2025-05-12 10:59:00,2025-05-12 12:53:00,Lobby,Electrical,Outlet failure,Corrective,High,Day,ENG-02,2,True,False,31,83,1.9,1.38,70.62,53.13,123.75,30,False,False,3.1
WO-00677,2025-05-12 14:47:00,2025-05-12 17:40:00,Guest Room,HVAC,Filter replacement,Corrective,Medium,Day,ENG-04,13,False,False,41,132,2.88,2.2,69.03,84.7,153.73,120,True,True,
WO-00258,2025-05-12 15:02:00,2025-05-12 18:57:00,Guest Room,HVAC,Room not cooling,Preventive,Low,Evening,ENG-07,6,True,False,142,93,3.92,1.55,127.92,59.68,187.6,240,True,False,3.8
WO-00378,2025-05-12 15:23:00,2025-05-12 18:04:00,Lobby,Electrical,Preventive inspection,Corrective,High,Evening,ENG-06,9,False,False,27,134,2.68,2.23,88.7,85.86,174.56,30,True,False,
WO-00353,2025-05-12 22:38:00,2025-05-13 01:42:00,Lobby,HVAC,Thermostat fault,Corrective,Emergency,Evening,ENG-07,8,False,False,17,167,3.07,2.78,170.84,107.03,277.87,15,False,False,
WO-00872,2025-05-12 23:21:00,2025-05-13 02:08:00,Guest Room,HVAC,Condensate leak,Corrective,High,Overnight,ENG-08,6,True,False,22,145,2.78,2.42,253.77,93.17,346.94,30,True,False,4.4
WO-00668,2025-05-13 11:36:00,2025-05-13 13:50:00,Guest Room,General Maintenance,Preventive inspection,Preventive,Low,Day,ENG-03,9,False,False,97,37,2.23,0.62,23.48,23.87,47.35,240,True,False,
WO-01118,2025-05-13 21:21:00,2025-05-13 23:59:00,Guest Room,Plumbing,No hot water,Corrective,Medium,Evening,ENG-07,11,True,False,76,82,2.63,1.37,18.83,52.75,71.58,120,True,False,4.8
WO-00798,2025-05-14 18:39:00,2025-05-14 20:51:00,Guest Room,Plumbing,Low water pressure,Corrective,Medium,Evening,ENG-05,17,True,False,52,80,2.2,1.33,258.92,51.21,310.13,120,True,True,5.0
WO-00643,2025-05-15 05:22:00,2025-05-15 07:42:00,Guest Room,HVAC,Thermostat fault,Corrective,High,Overnight,ENG-09,7,True,True,22,118,2.33,1.97,93.01,75.84,168.85,30,True,False,4.6
WO-00068,2025-05-15 09:05:00,2025-05-15 12:43:00,Exterior,Electrical,Preventive inspection,Corrective,Low,Day,ENG-04,8,False,False,146,72,3.63,1.2,37.49,46.2,83.69,240,True,False,
WO-00275,2025-05-15 12:53:00,2025-05-15 14:42:00,Guest Room,Plumbing,No hot water,Corrective,Medium,Day,ENG-02,11,True,False,50,59,1.82,0.98,30.89,37.73,68.62,120,True,False,4.0
WO-00033,2025-05-15 13:16:00,2025-05-15 18:17:00,Meeting Space,General Maintenance,Signage repair,Corrective,Low,Day,ENG-04,10,False,False,269,32,5.02,0.53,15.19,20.41,35.6,240,False,False,
WO-00753,2025-05-15 13:49:00,2025-05-15 19:41:00,Mechanical Room,HVAC,Room not cooling,Corrective,Low,Day,ENG-02,9,False,False,227,125,5.87,2.08,49.6,80.08,129.68,240,True,False,
WO-00865,2025-05-15 16:33:00,2025-05-15 18:14:00,Laundry,Plumbing,Drain blockage,Corrective,High,Evening,ENG-06,3,True,False,24,77,1.68,1.28,35.28,49.28,84.56,30,True,True,4.4
WO-00631,2025-05-15 17:32:00,2025-05-15 19:43:00,Guest Room,General Maintenance,Preventive inspection,Preventive,Medium,Evening,ENG-07,10,True,False,88,43,2.18,0.72,62.76,27.72,90.48,120,True,False,4.6
WO-00370,2025-05-15 20:55:00,2025-05-15 23:24:00,Exterior,Electrical,Preventive inspection,Preventive,Medium,Evening,ENG-06,8,False,False,90,59,2.48,0.98,20.45,37.73,58.18,120,True,False,
WO-01145,2025-05-15 21:13:00,2025-05-15 23:13:00,Guest Room,HVAC,Thermostat fault,Corrective,High,Evening,ENG-05,9,True,False,34,86,2.0,1.43,305.95,55.05,361.0,30,False,False,3.4
WO-00212,2025-05-15 21:57:00,2025-05-16 01:06:00,Meeting Space,HVAC,Room not cooling,Preventive,Low,Evening,ENG-07,10,False,False,135,54,3.15,0.9,68.95,34.65,103.6,240,True,False,
WO-00199,2025-05-16 07:36:00,2025-05-16 09:50:00,Meeting Space,Electrical,Breaker trip,Corrective,Medium,Day,ENG-03,11,False,False,67,67,2.23,1.12,45.91,43.12,89.03,120,True,False,
WO-00768,2025-05-16 08:53:00,2025-05-16 12:16:00,Mechanical Room,HVAC,Thermostat fault,Corrective,Low,Day,ENG-03,9,True,False,84,119,3.38,1.98,168.54,76.23,244.77,240,True,False,3.9
WO-00664,2025-05-17 08:57:00,2025-05-17 12:04:00,Mechanical Room,HVAC,Room not cooling,Corrective,Low,Day,ENG-02,7,False,False,100,87,3.12,1.45,78.12,55.82,133.94,240,True,True,
WO-00327,2025-05-17 13:09:00,2025-05-17 15:56:00,Kitchen,Plumbing,Drain blockage,Corrective,Medium,Day,ENG-01,10,False,False,75,92,2.78,1.53,294.06,58.91,352.97,120,True,False,
WO-01177,2025-05-18 08:43:00,2025-05-18 11:14:00,Kitchen,Refrigeration,Compressor fault,Preventive,Medium,Day,ENG-03,1,False,False,43,108,2.52,1.8,53.41,69.3,122.71,120,True,False,
WO-01173,2025-05-18 10:32:00,2025-05-18 13:57:00,Lobby,Plumbing,Preventive inspection,Corrective,Medium,Day,ENG-01,4,False,False,68,137,3.42,2.28,28.65,87.78,116.43,120,True,False,
WO-00412,2025-05-18 11:25:00,2025-05-18 13:21:00,Exterior,Electrical,Outlet failure,Corrective,Medium,Day,ENG-01,5,True,False,38,78,1.93,1.3,53.4,50.05,103.45,120,True,True,4.9
WO-00779,2025-05-18 11:53:00,2025-05-18 15:09:00,Kitchen,Refrigeration,Temperature above range,Corrective,Medium,Day,ENG-02,1,False,False,75,121,3.27,2.02,481.2,77.77,558.97,120,True,False,
WO-00775,2025-05-18 21:53:00,2025-05-18 23:45:00,Meeting Space,Electrical,Lighting outage,Corrective,Emergency,Evening,ENG-07,4,True,False,4,108,1.87,1.8,18.68,69.3,87.98,15,True,False,4.4
WO-00662,2025-05-19 08:00:00,2025-05-19 10:44:00,Guest Room,Plumbing,No hot water,Corrective,Medium,Day,ENG-01,8,True,False,67,97,2.73,1.62,113.78,62.37,176.15,120,True,False,3.3
WO-00154,2025-05-19 10:46:00,2025-05-19 14:18:00,Lobby,HVAC,Thermostat fault,Corrective,Medium,Day,ENG-02,12,False,False,47,165,3.53,2.75,522.91,105.88,628.79,120,True,False,
WO-00113,2025-05-19 12:52:00,2025-05-19 14:41:00,Exterior,Electrical,Lighting outage,Corrective,High,Day,ENG-03,11,True,False,15,94,1.82,1.57,25.74,60.45,86.19,30,True,False,4.4
WO-00796,2025-05-19 16:20:00,2025-05-19 18:07:00,Meeting Space,General Maintenance,Furniture repair,Corrective,Medium,Evening,ENG-07,13,False,False,71,36,1.78,0.6,2.24,23.1,25.34,120,True,False,
WO-00696,2025-05-19 17:07:00,2025-05-19 19:41:00,Laundry,Plumbing,No hot water,Corrective,Medium,Evening,ENG-07,7,True,False,46,108,2.57,1.8,47.66,69.3,116.96,120,True,False,4.3
WO-00650,2025-05-19 17:38:00,2025-05-19 18:57:00,Guest Room,Electrical,Lighting outage,Corrective,Emergency,Evening,ENG-05,6,False,False,10,69,1.32,1.15,88.48,44.27,132.75,15,True,False,
WO-00522,2025-05-20 16:35:00,2025-05-20 18:26:00,Guest Room,Plumbing,Fixture leak,Corrective,High,Evening,ENG-05,9,True,True,31,80,1.85,1.33,41.16,51.21,92.37,30,False,False,3.6
WO-00965,2025-05-20 21:20:00,2025-05-21 01:16:00,Kitchen,Refrigeration,Door seal failure,Corrective,Low,Evening,ENG-05,7,False,False,157,79,3.93,1.32,153.7,50.82,204.52,240,True,False,
WO-00846,2025-05-21 06:03:00,2025-05-21 09:56:00,Lobby,HVAC,Filter replacement,Corrective,Medium,Overnight,ENG-08,4,True,False,123,110,3.88,1.83,144.74,70.45,215.19,120,False,False,3.2
WO-01166,2025-05-21 16:41:00,2025-05-21 18:56:00,Guest Room,Plumbing,Low water pressure,Corrective,Medium,Evening,ENG-07,6,True,False,71,64,2.25,1.07,168.79,41.2,209.99,120,True,False,4.6
WO-00854,2025-05-21 18:15:00,2025-05-21 21:13:00,Mechanical Room,Life Safety,Panel communication fault,Preventive,Medium,Evening,ENG-05,6,False,False,114,64,2.97,1.07,14.39,41.2,55.59,120,True,False,
WO-00357,2025-05-21 19:21:00,2025-05-21 22:13:00,Mechanical Room,HVAC,Thermostat fault,Preventive,Low,Evening,ENG-06,9,True,False,112,60,2.87,1.0,96.12,38.5,134.62,240,True,False,4.3
WO-01052,2025-05-21 23:44:00,2025-05-22 02:53:00,Guest Room,Plumbing,Fixture leak,Corrective,Medium,Overnight,ENG-08,13,True,False,90,99,3.15,1.65,56.6,63.52,120.12,120,True,False,4.0
WO-00623,2025-05-22 14:51:00,2025-05-22 16:51:00,Kitchen,Refrigeration,Ice buildup,Corrective,High,Day,ENG-03,9,False,False,13,107,2.0,1.78,109.63,68.53,178.16,30,True,True,
WO-00307,2025-05-23 01:00:00,2025-05-23 04:50:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Overnight,ENG-08,7,True,False,185,45,3.83,0.75,36.47,28.88,65.35,240,True,False,3.9
WO-00988,2025-05-23 07:03:00,2025-05-23 09:04:00,Guest Room,Life Safety,Panel communication fault,Preventive,Medium,Day,ENG-01,14,True,False,39,82,2.02,1.37,49.4,52.75,102.15,120,True,False,4.6
WO-00716,2025-05-23 07:47:00,2025-05-23 10:38:00,Guest Room,Life Safety,Emergency light failure,Corrective,Medium,Day,ENG-01,1,True,False,102,69,2.85,1.15,20.32,44.27,64.59,120,True,False,4.7
WO-00214,2025-05-24 08:44:00,2025-05-24 10:51:00,Meeting Space,HVAC,Thermostat fault,Preventive,Medium,Day,ENG-03,10,False,False,44,83,2.12,1.38,3.89,53.13,57.02,120,True,False,
WO-00604,2025-05-24 12:05:00,2025-05-24 15:09:00,Mechanical Room,HVAC,Thermostat fault,Corrective,Emergency,Day,ENG-04,8,False,False,11,173,3.07,2.88,103.09,110.88,213.97,15,True,False,
WO-00764,2025-05-24 20:57:00,2025-05-24 22:37:00,Laundry,Plumbing,No hot water,Corrective,High,Evening,ENG-05,1,False,False,33,67,1.67,1.12,96.24,43.12,139.36,30,False,True,
WO-00608,2025-05-25 07:50:00,2025-05-25 09:37:00,Meeting Space,HVAC,Thermostat fault,Preventive,Medium,Day,ENG-04,11,False,False,56,51,1.78,0.85,10.28,32.73,43.01,120,True,False,
WO-00792,2025-05-25 14:06:00,2025-05-25 16:21:00,Mechanical Room,Refrigeration,Ice buildup,Corrective,High,Day,ENG-03,5,True,False,15,120,2.25,2.0,652.46,77.0,729.46,30,True,False,4.5
WO-00900,2025-05-25 16:01:00,2025-05-25 19:41:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Evening,ENG-07,11,True,False,59,161,3.67,2.68,83.88,103.18,187.06,120,True,True,4.0
WO-00593,2025-05-26 12:00:00,2025-05-26 13:31:00,Laundry,Plumbing,Low water pressure,Corrective,High,Day,ENG-01,4,True,False,11,80,1.52,1.33,116.23,51.21,167.44,30,True,False,4.4
WO-00869,2025-05-26 12:07:00,2025-05-26 15:31:00,Guest Room,HVAC,Filter replacement,Corrective,High,Day,ENG-02,10,False,False,13,191,3.4,3.18,131.47,122.43,253.9,30,True,False,
WO-00232,2025-05-26 20:32:00,2025-05-26 22:06:00,Guest Room,Plumbing,Preventive inspection,Corrective,Medium,Evening,ENG-06,3,False,False,64,30,1.57,0.5,36.14,19.25,55.39,120,True,True,
WO-00499,2025-05-26 21:59:00,2025-05-27 00:18:00,Mechanical Room,Life Safety,Alarm device fault,Corrective,High,Evening,ENG-06,12,False,False,30,109,2.32,1.82,281.01,70.07,351.08,30,True,False,
WO-00601,2025-05-27 07:00:00,2025-05-27 08:43:00,Guest Room,Plumbing,Preventive inspection,Corrective,Medium,Day,ENG-01,6,True,False,29,74,1.72,1.23,57.36,47.35,104.71,120,True,False,4.6
WO-00698,2025-05-27 20:27:00,2025-05-28 00:05:00,Lobby,Life Safety,Emergency light failure,Corrective,Medium,Evening,ENG-06,5,True,False,108,110,3.63,1.83,54.86,70.45,125.31,120,True,False,4.0
WO-01190,2025-05-27 20:31:00,2025-05-27 22:08:00,Guest Room,Electrical,Control panel fault,Corrective,Medium,Evening,ENG-07,3,True,False,40,57,1.62,0.95,266.55,36.57,303.12,120,True,False,5.0
WO-00881,2025-05-28 11:11:00,2025-05-28 14:01:00,Meeting Space,General Maintenance,Door hardware,Corrective,Low,Day,ENG-04,4,False,False,136,34,2.83,0.57,30.83,21.94,52.77,240,True,False,
WO-00091,2025-05-28 16:16:00,2025-05-28 18:39:00,Guest Room,Life Safety,Alarm device fault,Preventive,Medium,Evening,ENG-07,15,False,False,71,72,2.38,1.2,131.19,46.2,177.39,120,True,False,
WO-00838,2025-05-28 17:41:00,2025-05-28 22:02:00,Meeting Space,Electrical,Control panel fault,Corrective,Low,Evening,ENG-07,5,False,False,185,76,4.35,1.27,130.33,48.9,179.23,240,True,False,
WO-00770,2025-05-28 18:14:00,2025-05-28 22:12:00,Meeting Space,Electrical,Outlet failure,Corrective,Low,Evening,ENG-05,6,False,False,168,70,3.97,1.17,185.2,45.04,230.24,240,True,False,
WO-01180,2025-05-28 18:50:00,2025-05-28 21:52:00,Mechanical Room,Refrigeration,Temperature above range,Corrective,High,Evening,ENG-07,3,False,False,21,161,3.03,2.68,29.27,103.18,132.45,30,True,False,
WO-00105,2025-05-28 19:22:00,2025-05-28 21:11:00,Guest Room,General Maintenance,Furniture repair,Corrective,High,Evening,ENG-07,7,True,True,39,70,1.82,1.17,24.86,45.04,69.9,30,False,False,3.6
WO-01164,2025-05-28 19:36:00,2025-05-29 02:36:00,Laundry,Plumbing,Preventive inspection,Preventive,Low,Evening,ENG-07,9,False,False,369,51,7.0,0.85,34.97,32.73,67.7,240,False,False,
WO-00972,2025-05-29 00:23:00,2025-05-29 04:01:00,Guest Room,Plumbing,Preventive inspection,Corrective,Low,Overnight,ENG-08,8,True,False,159,59,3.63,0.98,47.2,37.73,84.93,240,True,False,4.1
WO-00047,2025-05-29 08:25:00,2025-05-29 09:29:00,Guest Room,General Maintenance,Wall or ceiling damage,Corrective,Emergency,Day,ENG-02,5,True,False,18,46,1.07,0.77,41.1,29.64,70.74,15,False,False,3.9
WO-00661,2025-05-29 11:46:00,2025-05-29 13:57:00,Kitchen,Plumbing,No hot water,Corrective,High,Day,ENG-01,14,False,False,17,114,2.18,1.9,38.21,73.15,111.36,30,True,False,
WO-00234,2025-05-29 14:13:00,2025-05-29 17:38:00,Laundry,Plumbing,Fixture leak,Corrective,Medium,Day,ENG-03,8,False,False,101,104,3.42,1.73,62.33,66.61,128.94,120,True,False,
WO-00864,2025-05-30 10:07:00,2025-05-30 14:24:00,Guest Room,HVAC,Filter replacement,Corrective,Low,Day,ENG-04,7,True,False,127,130,4.28,2.17,175.99,83.55,259.54,240,True,True,4.3
WO-00461,2025-05-30 11:58:00,2025-05-30 16:43:00,Kitchen,Refrigeration,Compressor fault,Preventive,Medium,Day,ENG-04,16,False,False,146,139,4.75,2.32,48.18,89.32,137.5,120,False,False,
WO-01029,2025-05-30 14:29:00,2025-05-30 16:02:00,Guest Room,General Maintenance,Preventive inspection,Preventive,Medium,Day,ENG-02,1,True,False,50,43,1.55,0.72,24.87,27.72,52.59,120,True,False,4.6
WO-01009,2025-05-31 00:55:00,2025-05-31 04:57:00,Lobby,HVAC,Condensate leak,Corrective,High,Overnight,ENG-08,6,False,False,25,217,4.03,3.62,142.96,139.37,282.33,30,True,False,
WO-00494,2025-05-31 11:54:00,2025-05-31 13:53:00,Mechanical Room,Plumbing,Fixture leak,Corrective,High,Day,ENG-04,4,False,False,24,95,1.98,1.58,38.03,60.83,98.86,30,True,False,
WO-00098,2025-05-31 18:54:00,2025-05-31 21:07:00,Meeting Space,General Maintenance,Preventive inspection,Preventive,Low,Evening,ENG-05,6,False,False,109,24,2.22,0.4,19.97,15.4,35.37,240,True,False,
WO-00375,2025-05-31 22:47:00,2025-06-01 02:26:00,Guest Room,HVAC,Thermostat fault,Corrective,Low,Evening,ENG-07,12,False,False,150,69,3.65,1.15,105.57,44.27,149.84,240,True,False,
WO-00926,2025-06-01 01:34:00,2025-06-01 04:52:00,Mechanical Room,HVAC,Condensate leak,Corrective,High,Overnight,ENG-09,4,False,False,29,169,3.3,2.82,188.88,108.57,297.45,30,True,False,
WO-00190,2025-06-01 05:46:00,2025-06-01 08:42:00,Mechanical Room,Plumbing,No hot water,Corrective,High,Overnight,ENG-09,4,True,False,26,150,2.93,2.5,11.52,96.25,107.77,30,True,False,4.7
WO-00534,2025-06-01 06:29:00,2025-06-01 09:25:00,Mechanical Room,Life Safety,Sprinkler inspection,Corrective,Medium,Overnight,ENG-09,12,True,False,74,102,2.93,1.7,13.41,65.45,78.86,120,True,False,4.2
WO-01143,2025-06-01 12:32:00,2025-06-01 13:39:00,Laundry,Plumbing,Preventive inspection,Preventive,High,Day,ENG-03,11,False,False,28,39,1.12,0.65,101.23,25.03,126.26,30,True,False,
WO-00280,2025-06-01 15:28:00,2025-06-01 17:46:00,Guest Room,Life Safety,Exit sign failure,Corrective,Medium,Evening,ENG-07,15,True,False,76,62,2.3,1.03,183.66,39.66,223.32,120,True,False,5.0
WO-00831,2025-06-02 01:16:00,2025-06-02 03:32:00,Guest Room,Plumbing,Preventive inspection,Preventive,Medium,Overnight,ENG-08,6,True,False,86,50,2.27,0.83,2.82,31.95,34.77,120,True,False,4.6
WO-01113,2025-06-02 10:51:00,2025-06-02 13:05:00,Lobby,Electrical,Preventive inspection,Corrective,Medium,Day,ENG-03,3,False,False,61,73,2.23,1.22,167.84,46.97,214.81,120,True,False,
WO-00652,2025-06-03 07:49:00,2025-06-03 11:11:00,Laundry,Refrigeration,Door seal failure,Corrective,Medium,Day,ENG-02,12,False,False,78,124,3.37,2.07,360.91,79.69,440.6,120,True,True,
WO-00597,2025-06-03 19:06:00,2025-06-03 21:29:00,Meeting Space,Life Safety,Sprinkler inspection,Preventive,Medium,Evening,ENG-06,1,False,False,47,96,2.38,1.6,61.89,61.6,123.49,120,True,False,
WO-00548,2025-06-04 10:17:00,2025-06-04 12:12:00,Guest Room,HVAC,Filter replacement,Corrective,Emergency,Day,ENG-03,8,False,False,6,109,1.92,1.82,40.42,70.07,110.49,15,True,False,
WO-01160,2025-06-04 10:22:00,2025-06-04 14:22:00,Mechanical Room,Refrigeration,Temperature above range,Corrective,Medium,Day,ENG-03,12,False,False,104,136,4.0,2.27,51.61,87.39,139.0,120,True,False,
WO-00169,2025-06-04 11:46:00,2025-06-04 14:56:00,Guest Room,HVAC,Fan motor failure,Corrective,Medium,Day,ENG-03,12,True,False,93,97,3.17,1.62,97.73,62.37,160.1,120,True,False,4.2
WO-01137,2025-06-04 22:07:00,2025-06-05 00:53:00,Lobby,Life Safety,Panel communication fault,Corrective,Medium,Evening,ENG-06,4,True,False,59,107,2.77,1.78,165.3,68.53,233.83,120,True,False,4.2
WO-00524,2025-06-05 08:05:00,2025-06-05 09:17:00,Guest Room,General Maintenance,Door hardware,Corrective,Emergency,Day,ENG-04,10,True,True,10,62,1.2,1.03,36.29,39.66,75.95,15,True,False,4.4
WO-00442,2025-06-06 11:39:00,2025-06-06 15:31:00,Mechanical Room,HVAC,Room not cooling,Preventive,Low,Day,ENG-03,8,False,False,192,40,3.87,0.67,30.13,25.8,55.93,240,True,False,
WO-00922,2025-06-06 15:31:00,2025-06-06 17:15:00,Guest Room,Plumbing,Fixture leak,Corrective,Medium,Evening,ENG-07,12,True,False,55,49,1.73,0.82,117.49,31.57,149.06,120,True,False,4.7
WO-00626,2025-06-06 15:39:00,2025-06-06 17:36:00,Lobby,General Maintenance,Preventive inspection,Preventive,Low,Evening,ENG-07,4,False,False,82,35,1.95,0.58,8.86,22.33,31.19,240,True,False,
WO-00393,2025-06-06 18:16:00,2025-06-06 20:45:00,Meeting Space,Electrical,Breaker trip,Corrective,Medium,Evening,ENG-06,1,False,False,68,81,2.48,1.35,70.27,51.98,122.25,120,True,True,
WO-00832,2025-06-06 21:04:00,2025-06-06 23:56:00,Guest Room,Electrical,Preventive inspection,Preventive,Low,Evening,ENG-05,10,True,False,137,35,2.87,0.58,10.2,22.33,32.53,240,True,False,4.1
